datetime,open,high,low,close,sma_20
2025-01-01 20:00:00,4.2732,4.3166,4.2591,4.3165,4.172455
2025-01-01 21:00:00,4.3166,4.3187,4.2725,4.2812,4.178485
2025-01-01 22:00:00,4.281,4.2873,4.2572,4.2727,4.184675
2025-01-01 23:00:00,4.2726,4.2886,4.26,4.2847,4.188835000000001
2025-01-02 00:00:00,4.2848,4.341,4.263,4.3219,4.192415000000001
2025-01-02 01:00:00,4.3219,4.345,4.2695,4.2708,4.200265000000001
2025-01-02 02:00:00,4.2709,4.3004,4.256,4.2991,4.205140000000001
2025-01-02 03:00:00,4.299,4.3023,4.2667,4.2671,4.210920000000001
2025-01-02 04:00:00,4.2671,4.338,4.2671,4.3162,4.217200000000001
2025-01-02 05:00:00,4.3162,4.3334,4.2941,4.329,4.228040000000001
2025-01-02 06:00:00,4.3291,4.344,4.2981,4.3266,4.240525
2025-01-02 07:00:00,4.3267,4.3957,4.3217,4.3766,4.25138
2025-01-02 08:00:00,4.3764,4.3844,4.3337,4.3669,4.263305000000001
2025-01-02 09:00:00,4.3668,4.4303,4.3578,4.4153,4.273145
2025-01-02 10:00:00,4.4153,4.4497,4.4043,4.4315,4.28577
2025-01-02 11:00:00,4.4316,4.4659,4.4316,4.4372,4.298585
2025-01-02 12:00:00,4.4373,4.4478,4.4074,4.417,4.31066
2025-01-02 13:00:00,4.417,4.4339,4.3816,4.382,4.32254
2025-01-02 14:00:00,4.382,4.414,4.3491,4.4056,4.33207
2025-01-02 15:00:00,4.4051,4.4561,4.378,4.3875,4.33955
2025-01-02 16:00:00,4.3876,4.4134,4.37,4.381,4.34527
2025-01-02 17:00:00,4.3811,4.4086,4.3152,4.3397,4.348495
2025-01-02 18:00:00,4.3396,4.3594,4.3242,4.352,4.351419999999999
2025-01-02 19:00:00,4.352,4.3702,4.3429,4.3438,4.355385
2025-01-02 20:00:00,4.3438,4.381,4.3438,4.3615,4.35834
2025-01-02 21:00:00,4.3611,4.3938,4.3558,4.3595,4.36032
2025-01-02 22:00:00,4.3595,4.3595,4.3233,4.3525,4.364755000000001
