datetime,open,high,low,close,sma_20
2025-01-01 20:00:00,3356.56,3362.6,3352.0,3360.4,3346.239
2025-01-01 21:00:00,3360.41,3371.39,3353.76,3368.39,3346.0739999999996
2025-01-01 22:00:00,3368.39,3374.85,3359.0,3361.63,3347.1665000000003
2025-01-01 23:00:00,3361.63,3366.79,3352.66,3360.38,3347.1175000000003
2025-01-02 00:00:00,3360.39,3400.0,3354.5,3389.92,3347.3765000000008
2025-01-02 01:00:00,3389.91,3405.6,3377.72,3383.92,3349.8155000000006
2025-01-02 02:00:00,3383.93,3398.5,3378.0,3398.49,3351.7410000000004
2025-01-02 03:00:00,3398.49,3401.99,3387.23,3388.55,3354.3355
2025-01-02 04:00:00,3388.54,3427.54,3388.0,3417.69,3356.407
2025-01-02 05:00:00,3417.69,3419.14,3403.99,3412.39,3360.441
2025-01-02 06:00:00,3412.4,3415.68,3402.13,3410.37,3364.3284999999996
2025-01-02 07:00:00,3410.37,3422.0,3408.79,3420.05,3368.5124999999994
2025-01-02 08:00:00,3420.06,3442.62,3414.21,3437.93,3372.4649999999992
2025-01-02 09:00:00,3437.92,3470.0,3434.4,3467.95,3376.9884999999995
2025-01-02 10:00:00,3467.94,3476.0,3457.99,3468.81,3383.2174999999997
2025-01-02 11:00:00,3468.81,3475.0,3456.87,3471.18,3389.3649999999993
2025-01-02 12:00:00,3471.18,3481.14,3465.93,3480.48,3395.2774999999992
2025-01-02 13:00:00,3480.48,3484.4,3459.44,3465.85,3402.3674999999994
2025-01-02 14:00:00,3465.86,3509.99,3440.38,3495.19,3408.475
2025-01-02 15:00:00,3495.15,3496.26,3456.52,3463.51,3415.8059999999996
2025-01-02 16:00:00,3463.52,3491.19,3448.6,3469.54,3421.1539999999995
2025-01-02 17:00:00,3469.54,3478.95,3428.99,3450.46,3426.6109999999994
2025-01-02 18:00:00,3450.42,3465.53,3440.21,3465.24,3430.7144999999996
2025-01-02 19:00:00,3465.23,3474.69,3459.13,3463.18,3435.8949999999995
2025-01-02 20:00:00,3463.18,3475.28,3452.04,3453.0,3441.035
2025-01-02 21:00:00,3453.0,3455.93,3443.01,3454.2,3444.189
2025-01-02 22:00:00,3454.2,3454.2,3421.79,3440.61,3447.703
2025-01-02 23:00:00,3440.6,3456.99,3437.49,3455.67,3449.8089999999997
2025-01-03 00:00:00,3455.68,3466.54,3446.75,3449.22,3453.1649999999995
2025-01-03 01:00:00,3449.22,3465.59,3442.62,3464.83,3454.741499999999
2025-01-03 02:00:00,3464.83,3477.03,3457.04,3457.95,3457.3634999999995
2025-01-03 03:00:00,3457.96,3472.89,3456.02,3470.16,3459.7424999999994
2025-01-03 04:00:00,3470.17,3470.94,3456.0,3458.38,3462.2479999999996
2025-01-03 05:00:00,3458.39,3460.51,3444.81,3455.98,3463.2705
2025-01-03 06:00:00,3455.98,3461.51,3442.0,3442.6,3462.672
2025-01-03 07:00:00,3442.59,3444.4,3432.44,3433.27,3461.3615000000004
2025-01-03 08:00:00,3433.27,3442.51,3423.44,3430.2,3459.4660000000013
2025-01-03 09:00:00,3430.2,3450.85,3429.11,3443.62,3456.952000000001
2025-01-03 10:00:00,3443.63,3452.0,3438.59,3446.01,3455.8405000000007
2025-01-03 11:00:00,3446.0,3468.01,3446.0,3465.62,3453.3815000000004
2025-01-03 12:00:00,3465.61,3476.53,3461.26,3463.83,3453.487
2025-01-03 13:00:00,3463.83,3498.38,3463.51,3481.85,3453.2015000000006
2025-01-03 14:00:00,3481.86,3536.64,3481.61,3527.19,3454.7710000000006
2025-01-03 15:00:00,3527.19,3576.0,3520.09,3565.13,3457.8685000000005
2025-01-03 16:00:00,3565.14,3598.8,3565.14,3584.28,3462.9660000000013
2025-01-03 17:00:00,3584.28,3593.45,3573.6,3575.47,3469.530000000001
2025-01-03 18:00:00,3575.47,3617.5,3574.08,3605.59,3475.5935000000013
2025-01-03 19:00:00,3605.59,3630.0,3602.24,3622.83,3483.842500000001
2025-01-03 20:00:00,3622.82,3623.44,3600.0,3600.57,3492.2005000000013
2025-01-03 21:00:00,3600.57,3616.69,3595.0,3614.39,3499.7680000000014
2025-01-03 22:00:00,3614.38,3624.38,3610.21,3616.18,3507.2460000000015
2025-01-03 23:00:00,3616.19,3617.72,3604.63,3609.01,3515.157500000001
2025-01-04 00:00:00,3609.0,3620.86,3601.81,3602.41,3522.100000000001
2025-01-04 01:00:00,3602.42,3604.11,3579.92,3596.27,3529.3015000000005
2025-01-04 02:00:00,3596.28,3600.0,3582.88,3596.4,3536.316000000001
2025-01-04 03:00:00,3596.4,3600.42,3591.0,3597.97,3544.0060000000003
2025-01-04 04:00:00,3597.98,3597.98,3584.16,3591.47,3552.2410000000004
2025-01-04 05:00:00,3591.48,3597.01,3586.71,3596.65,3560.3045000000006
2025-01-04 06:00:00,3596.66,3607.13,3595.2,3600.61,3567.9560000000006
2025-01-04 07:00:00,3600.61,3609.81,3593.2,3594.04,3575.6860000000006
2025-01-04 08:00:00,3594.05,3603.62,3585.0,3585.01,3582.107000000001
2025-01-04 09:00:00,3585.01,3595.58,3583.73,3589.55,3588.166
2025-01-04 10:00:00,3589.55,3592.57,3572.42,3588.09,3593.5510000000004
2025-01-04 11:00:00,3588.08,3605.57,3585.0,3602.01,3596.596
2025-01-04 12:00:00,3602.01,3644.4,3600.62,3635.52,3598.4399999999996
2025-01-04 13:00:00,3635.53,3649.66,3626.32,3644.0,3601.0019999999995
2025-01-04 14:00:00,3644.0,3647.03,3633.1,3636.99,3604.4284999999995
2025-01-04 15:00:00,3637.0,3663.25,3592.06,3607.81,3605.9985
2025-01-04 16:00:00,3607.81,3628.23,3601.62,3622.09,3605.2475
2025-01-04 17:00:00,3622.09,3634.1,3620.01,3633.31,3606.3234999999995
2025-01-04 18:00:00,3633.32,3644.54,3619.61,3626.73,3607.2694999999994
2025-01-04 19:00:00,3626.73,3639.39,3624.24,3631.14,3607.7969999999996
2025-01-04 20:00:00,3631.13,3668.0,3631.13,3660.47,3608.9034999999994
2025-01-04 21:00:00,3660.47,3671.6,3654.73,3658.11,3611.8064999999997
2025-01-04 22:00:00,3658.12,3662.92,3646.0,3660.09,3614.8984999999993
2025-01-04 23:00:00,3660.08,3665.75,3651.12,3656.88,3618.0829999999996
2025-01-05 00:00:00,3656.88,3675.25,3648.32,3650.11,3621.0284999999994
2025-01-05 01:00:00,3650.11,3651.35,3631.28,3636.78,3623.9604999999997
2025-01-05 02:00:00,3636.79,3645.37,3635.0,3641.41,3625.9669999999996
2025-01-05 03:00:00,3641.42,3641.56,3629.66,3637.79,3628.007
2025-01-05 04:00:00,3637.79,3650.44,3637.17,3644.3,3630.1945
2025-01-05 05:00:00,3644.31,3644.31,3631.14,3632.65,3633.1590000000006
2025-01-05 06:00:00,3632.65,3641.83,3629.0,3639.08,3635.314
2025-01-05 07:00:00,3639.09,3641.26,3630.2,3631.56,3637.8635000000004
2025-01-05 08:00:00,3631.55,3633.29,3607.35,3620.01,3639.3410000000003
2025-01-05 09:00:00,3620.0,3623.4,3605.0,3609.46,3638.5654999999997
2025-01-05 10:00:00,3609.49,3618.12,3603.33,3615.62,3636.8385000000003
2025-01-05 11:00:00,3615.61,3620.96,3609.61,3613.47,3635.7699999999995
2025-01-05 12:00:00,3613.46,3622.82,3605.0,3614.08,3636.053
2025-01-05 13:00:00,3614.13,3627.5,3612.74,3614.65,3635.6525
2025-01-05 14:00:00,3614.67,3628.15,3593.7,3623.11,3634.7195
2025-01-05 15:00:00,3623.12,3638.77,3619.43,3629.6,3634.5385
2025-01-05 16:00:00,3629.6,3641.12,3624.51,3628.01,3634.4615000000003
2025-01-05 17:00:00,3628.02,3648.11,3622.47,3627.81,3632.8385000000003
