direction,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,slippage,net_pnl,exit_reason,balance_after_trade,exchange,symbol
short,2026-07-02 10:00:00,2026-07-02 10:30:00,0.04206,0.0424806,23775.558725630053,-10.000000000000004,1.005,0.402,-11.407000000000002,stop_loss,9988.593,bybit,mina
short,2026-07-02 12:00:00,2026-07-02 15:39:00,0.04175,0.042167500000000004,23924.77365269461,-9.988593000000028,1.0038535965,0.4015414386,-11.393988035100028,stop_loss,9977.1990119649,bybit,mina
short,2026-07-02 16:00:00,2026-07-02 20:54:00,0.04264,0.0430664,23398.684362018997,-9.97719901196491,1.0027085007024725,0.401083400280989,-11.38099091294837,stop_loss,9965.818021051951,bybit,mina
short,2026-07-02 22:00:00,2026-07-02 22:32:00,0.04329,0.0424242,23021.062649692656,19.9316360421039,0.9866159840841432,0.3946463936336573,18.5503736643861,take_profit,9984.368394716337,bybit,mina
short,2026-07-03 00:00:00,2026-07-03 02:12:00,0.04288,0.0433088,23284.441219021308,-9.984368394716338,1.0034290236689918,0.40137160946759676,-11.389169027852928,stop_loss,9972.979225688485,bybit,mina
short,2026-07-03 04:00:00,2026-07-03 05:41:00,0.04259,0.0430159,23416.24612746768,-9.972979225688482,1.0022844121816927,0.4009137648726771,-11.37617740274285,stop_loss,9961.603048285742,bybit,mina
short,2026-07-03 10:00:00,2026-07-03 10:48:00,0.04405,0.0444905,22614.308849683865,-9.961603048285818,1.0011411063527171,0.4004564425410869,-11.363200597179622,stop_loss,9950.239847688563,bybit,mina
short,2026-07-03 12:00:00,2026-07-03 13:10:00,0.04442,0.0448642,22400.359855219638,-9.950239847688536,0.9999991046927007,0.39999964187708026,-11.350238594258318,stop_loss,9938.889609094305,bybit,mina
short,2026-07-03 14:00:00,2026-07-03 17:02:00,0.04433,0.0447733,22420.233722297104,-9.93888960909432,0.9988584057139778,0.3995433622855912,-11.337291377093889,stop_loss,9927.55231771721,bybit,mina
short,2026-07-03 18:00:00,2026-07-03 21:11:00,0.04511,0.0455611,22007.431429211287,-9.927552317717275,0.9977190079305798,0.3990876031722319,-11.324358928820088,stop_loss,9916.227958788391,bybit,mina
short,2026-07-03 22:00:00,2026-07-03 22:40:00,0.0463,0.046763,21417.339003862617,-9.916227958788351,0.9965809098582334,0.3986323639432934,-11.311441232589878,stop_loss,9904.916517555801,bybit,mina
short,2026-07-04 00:00:00,2026-07-04 00:02:00,0.04746,0.0479346,20870.03058903456,-9.904916517555773,0.9954441100143582,0.3981776440057433,-11.298538271575874,stop_loss,9893.617979284225,bybit,mina
short,2026-07-04 02:00:00,2026-07-04 06:25:00,0.04641,0.045481799999999996,21317.858175574715,19.787235958568537,0.9794681799491383,0.39178727197965535,18.415980506639745,take_profit,9912.033959790864,bybit,mina
short,2026-07-04 18:00:00,2026-07-04 19:46:00,0.04804,0.0470792,20632.876685659587,19.824067919581683,0.9812913620192958,0.39251654480771825,18.45026001275467,take_profit,9930.484219803619,bybit,mina
short,2026-07-04 20:00:00,2026-07-05 01:14:00,0.04707,0.0461286,21097.2683658458,19.860968439607277,0.9831179377605582,0.3932471751042233,18.484603326742494,take_profit,9948.96882313036,bybit,mina
short,2026-07-06 10:00:00,2026-07-06 11:12:00,0.04699,0.0474599,21172.523564865634,-9.948968823130409,0.9998713667246014,0.3999485466898406,-11.34878873654485,stop_loss,9937.620034393816,bybit,mina
short,2026-07-15 06:00:00,2026-07-15 06:16:00,0.04561,0.0460661,21788.248266594645,-9.937620034393838,0.9987308134565787,0.39949232538263146,-11.335843173233048,stop_loss,9926.284191220584,bybit,mina
short,2026-07-16 22:00:00,2026-07-17 04:41:00,0.04603,0.046490300000000005,21564.81466700105,-9.926284191220665,0.9975915612176688,0.3990366244870675,-11.322912376925402,stop_loss,9914.961278843659,bybit,mina
