direction,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,slippage,net_pnl,exit_reason,balance_after_trade,exchange,symbol
long,2026-07-02 13:00:00,2026-07-02 21:00:00,0.07436,0.07412,13448.090371167295,-3.2275416890800193,0.9983862291554599,0.399354491662184,-4.625282409897663,reversal,9995.374717590103,binance,doge
short,2026-07-02 21:00:00,2026-07-03 01:39:00,0.07412,0.0748612,13485.394923893824,-9.995374717590067,1.0045351591178053,0.40181406364712213,-11.401723940354994,stop_loss,9983.972993649748,binance,doge
long,2026-07-03 08:00:00,2026-07-03 11:00:00,0.0753,0.07533,13258.92827841932,0.3977678483524254,0.9985961832891511,0.39943847331566046,-1.0002668082523862,reversal,9982.972726841495,binance,doge
short,2026-07-03 11:00:00,2026-07-03 12:00:00,0.07539,0.07596,13241.77308242671,-7.547810656983239,1.0020711780126412,0.4008284712050565,-8.950710306200936,reversal,9974.022016535295,binance,doge
long,2026-07-03 12:00:00,2026-07-03 19:38:00,0.07593,0.07744859999999999,13135.811953819697,19.948044033070527,1.007376223670065,0.4029504894680259,18.537717319932437,take_profit,9992.559733855227,binance,doge
short,2026-07-04 03:00:00,2026-07-04 04:41:00,0.07701,0.07778009999999999,12975.665152389596,-9.992559733855174,1.0042522532524503,0.4017009013009802,-11.398512888408604,stop_loss,9981.161220966818,binance,doge
long,2026-07-04 17:00:00,2026-07-04 23:02:00,0.07849,0.0777051,12716.474991676416,-9.981161220966882,0.9931255414861986,0.3972502165944794,-11.37153697904756,stop_loss,9969.78968398777,binance,doge
short,2026-07-05 00:00:00,2026-07-05 02:43:00,0.07766,0.0761068,12837.741030115592,19.939579367975597,0.9870091787147892,0.39480367148591566,18.55776651777489,take_profit,9988.347450505546,binance,doge
long,2026-07-05 16:00:00,2026-07-05 22:30:00,0.07717,0.0787134,12943.303680841707,19.976694901011097,1.0088230925010602,0.4035292370004241,18.564342571509613,take_profit,10006.911793077055,binance,doge
short,2026-07-06 07:00:00,2026-07-06 11:37:00,0.07664,0.0774064,13057.035220612026,-10.006911793077062,1.0056946352042442,0.4022778540816977,-11.414884282363005,stop_loss,9995.496908794692,binance,doge
long,2026-07-06 20:00:00,2026-07-07 01:27:00,0.07694,0.07617059999999999,12991.287898095521,-9.995496908794738,0.9945519424250719,0.39782077697002877,-11.38786962818984,stop_loss,9984.109039166502,binance,doge
short,2026-07-07 04:00:00,2026-07-07 17:00:00,0.07514,0.0754,13287.342346508522,-3.454709010092167,1.0001382584216965,0.40005530336867856,-4.854902571882542,reversal,9979.25413659462,binance,doge
long,2026-07-07 17:00:00,2026-07-07 18:52:00,0.07537,0.07461630000000001,13240.353106799283,-9.979254136594568,0.9929357865911648,0.3971743146364659,-11.369364237822198,stop_loss,9967.884772356798,binance,doge
short,2026-07-07 23:00:00,2026-07-08 01:36:00,0.07447,0.07298059999999999,13385.101077422853,19.935769544713622,0.986820592463323,0.3947282369853292,18.554220715264968,take_profit,9986.438993072063,binance,doge
long,2026-07-08 16:00:00,2026-07-09 18:08:00,0.07187,0.07330740000000001,13895.142608977407,19.972877986144198,1.0086303383002784,0.40345213532011137,18.560795512523807,take_profit,10004.999788584586,binance,doge
short,2026-07-10 16:00:00,2026-07-11 13:28:00,0.07406,0.0748006,13509.316484721288,-10.004999788584506,1.0055024787527507,0.40220099150110034,-11.412703258838357,stop_loss,9993.587085325747,binance,doge
long,2026-07-11 14:00:00,2026-07-11 23:21:00,0.07467,0.0739233,13383.670932537496,-9.993587085325787,0.994361914989912,0.3977447659959648,-11.385693766311665,stop_loss,9982.201391559436,binance,doge
short,2026-07-12 00:00:00,2026-07-12 15:00:00,0.0732,0.07377,13636.887146939122,-7.773025673755313,1.0021066519928215,0.4008426607971286,-9.175974986545263,reversal,9973.025416572891,binance,doge
long,2026-07-12 15:00:00,2026-07-12 21:32:00,0.07373,0.07299270000000001,13526.414507761956,-9.97302541657284,0.9923160289490027,0.39692641157960107,-11.362267857101443,stop_loss,9961.66314871579,binance,doge
short,2026-07-13 00:00:00,2026-07-13 00:10:00,0.07272,0.0734472,13698.656695153726,-9.961663148715752,1.001147146445937,0.4004588585783748,-11.363269153740065,stop_loss,9950.29987956205,binance,doge
long,2026-07-13 16:00:00,2026-07-13 17:36:00,0.07208,0.0713592,13804.522585407949,-9.950299879562154,0.990054838016424,0.3960219352065696,-11.336376652785148,stop_loss,9938.963502909264,binance,doge
short,2026-07-13 18:00:00,2026-07-13 19:42:00,0.07095,0.0716595,14008.405219040542,-9.93896350290929,0.9988658320423811,0.39954633281695245,-11.337375667768624,stop_loss,9927.626127241496,binance,doge
long,2026-07-14 01:00:00,2026-07-14 03:17:00,0.07234,0.0716166,13723.563902739144,-9.927626127241483,0.987798799660529,0.39511951986421157,-11.310544446766224,stop_loss,9916.31558279473,binance,doge
short,2026-07-15 03:00:00,2026-07-15 05:58:00,0.07375,0.0744875,13445.851637687772,-9.916315582794759,0.9965897160708705,0.39863588642834824,-11.311541185293978,stop_loss,9905.004041609436,binance,doge
long,2026-07-15 16:00:00,2026-07-15 16:20:00,0.07463,0.0738837,13272.14798554125,-9.905004041609505,0.9855479021401389,0.3942191608560556,-11.2847711046057,stop_loss,9893.719270504831,binance,doge
short,2026-07-15 18:00:00,2026-07-16 08:14:00,0.07424,0.0727552,13326.669276003275,19.78743854100959,0.9794782077799784,0.39179128311199135,18.416169050117617,take_profit,9912.135439554948,binance,doge
long,2026-07-17 15:00:00,2026-07-18 10:00:00,0.07192,0.07216,13782.168297490196,3.3077203913977034,0.9928674041511938,0.3971469616604775,1.917706025586032,reversal,9914.053145580534,binance,doge
short,2026-07-18 10:00:00,2026-07-18 19:00:00,0.07217,0.07236,13737.083477318185,-2.6100458606903967,0.9927103374883985,0.39708413499535944,-3.9998403331741548,reversal,9910.05330524736,binance,doge
long,2026-07-18 19:00:00,2026-07-19 15:00:00,0.07235,0.07264,13697.378445400638,3.9722397491661656,0.9929914503993192,0.3971965801597277,2.5820517186071186,reversal,9912.635356965968,binance,doge
short,2026-07-19 15:00:00,2026-07-19 16:00:00,0.07262,0.07247,13650.00737670885,2.0475011065062914,0.9902397851433438,0.39609591405733746,0.6611654073056101,reversal,9913.296522373274,binance,doge
long,2026-07-19 16:00:00,2026-07-19 17:00:00,0.07247,0.0723,13679.172792015004,-2.325459374642598,0.9901669225500062,0.3960667690200025,-3.711693066212607,reversal,9909.584829307061,binance,doge
short,2026-07-19 17:00:00,2026-07-20 00:15:00,0.07231,0.0730331,13704.30760518194,-9.90958482930712,0.9959132753453597,0.3983653101381439,-11.303863414790625,stop_loss,9898.28096589227,binance,doge
long,2026-07-20 04:00:00,2026-07-20 05:11:00,0.07274,0.0720126,13607.75497098195,-9.898280965892312,0.984878956106281,0.3939515824425124,-11.277111504441105,stop_loss,9887.003854387829,binance,doge
