direction,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,slippage,net_pnl,exit_reason,balance_after_trade,exchange,symbol
long,2026-07-02 00:00:00,2026-07-02 02:00:00,0.07222,0.07247,13846.579894765991,3.461644973691501,1.0017308224868458,0.4006923289947383,2.059221822209917,reversal,10002.05922182221,binance,doge
short,2026-07-02 02:00:00,2026-07-02 03:42:00,0.07255,0.07327550000000001,13786.435867432405,-10.002059221822265,1.0052069517931321,0.4020827807172529,-11.40934895433265,stop_loss,9990.649872867878,binance,doge
long,2026-07-02 07:00:00,2026-07-02 09:00:00,0.07249,0.07295,13782.107701569705,6.339769542722093,1.002234872058149,0.40089394882325957,4.936640721840684,reversal,9995.586513589718,binance,doge
short,2026-07-02 09:00:00,2026-07-02 09:42:00,0.07305,0.0737805,13683.212202039314,-9.995586513589652,1.0045564446157669,0.4018225778463067,-11.401965536051726,stop_loss,9984.184548053667,binance,doge
long,2026-07-04 08:00:00,2026-07-04 15:00:00,0.07692,0.0777,12979.959110834201,10.124368106450715,1.0034806388585922,0.4013922555434368,8.719495212048686,reversal,9992.904043265715,binance,doge
short,2026-07-04 15:00:00,2026-07-04 15:10:00,0.0777,0.078477,12860.88036456334,-9.992904043265714,1.0042868563482044,0.40171474253928174,-11.398905642153201,stop_loss,9981.505137623562,binance,doge
long,2026-07-05 00:00:00,2026-07-05 01:19:00,0.07766,0.0768834,12852.826600081846,-9.981505137623591,0.9931597611935445,0.3972639044774178,-11.371928803294553,stop_loss,9970.133208820267,binance,doge
short,2026-07-05 15:00:00,2026-07-05 17:24:00,0.07708,0.0778508,12934.786207602838,-9.970133208820293,1.0019983874864369,0.40079935499457475,-11.372930951301305,stop_loss,9958.760277868965,binance,doge
long,2026-07-06 05:00:00,2026-07-06 12:00:00,0.07709,0.0763191,12918.35552973014,-9.958760277869027,0.990896647647962,0.3963586590591849,-11.346015584576174,stop_loss,9947.414262284388,binance,doge
short,2026-07-06 20:00:00,2026-07-06 21:09:00,0.07694,0.0777094,12928.794206244333,-9.947414262284434,0.9997151333595811,0.3998860533438324,-11.347015448987849,stop_loss,9936.0672468354,binance,doge
long,2026-07-07 02:00:00,2026-07-07 02:51:00,0.07606,0.0752994,13063.459435755194,-9.936067246835403,0.9886386910601224,0.395455476424049,-11.320161414319575,stop_loss,9924.74708542108,binance,doge
short,2026-07-07 18:00:00,2026-07-07 19:00:00,0.07547,0.07444,13150.585776362901,13.545103349653647,0.9857021568672812,0.39428086274691254,12.165120330039453,reversal,9936.91220575112,binance,doge
long,2026-07-07 19:00:00,2026-07-07 22:00:00,0.07452,0.0737748,13334.557441963392,-9.936912205751138,0.9887227644722364,0.3954891057888946,-11.32112407601227,stop_loss,9925.591081675107,binance,doge
short,2026-07-08 20:00:00,2026-07-09 02:00:00,0.07266,0.07211,13660.323536574604,7.513177945116152,0.9888025191949528,0.39552100767798115,6.128854418243218,reversal,9931.71993609335,binance,doge
long,2026-07-09 02:00:00,2026-07-09 03:00:00,0.07213,0.07212,13769.194421313392,-0.13769194421308054,0.9931031476372285,0.3972412590548914,-1.5280363509052006,reversal,9930.191899742445,binance,doge
short,2026-07-09 03:00:00,2026-07-09 06:04:00,0.07218,0.07290179999999999,13757.539345722425,-9.930191899742374,0.9979842859241157,0.39919371436964635,-11.327369900036135,stop_loss,9918.864529842409,binance,doge
long,2026-07-09 11:00:00,2026-07-09 14:00:00,0.07241,0.07258,13698.197113440698,2.328693509284966,0.9930507997388834,0.3972203198955534,0.9384223896505294,reversal,9919.80295223206,binance,doge
short,2026-07-09 14:00:00,2026-07-09 18:08:00,0.07262,0.0733462,13659.877378452298,-9.919802952232008,0.996940196699322,0.3987760786797288,-11.315519227611059,stop_loss,9908.487433004448,binance,doge
long,2026-07-10 18:00:00,2026-07-10 20:00:00,0.07388,0.07417,13411.596417168987,3.8893629609789873,0.9927934247809342,0.3971173699123737,2.4994521662856792,reversal,9910.986885170734,binance,doge
short,2026-07-10 20:00:00,2026-07-11 02:00:00,0.07417,0.07411,13362.527821451711,0.8017516692871627,0.9906978126824298,0.3962791250729719,-0.5852252684682391,reversal,9910.401659902265,binance,doge
long,2026-07-11 02:00:00,2026-07-11 03:00:00,0.07408,0.07424,13377.97200310781,2.1404755204973482,0.9921104037504751,0.3968441615001901,0.751520955246683,reversal,9911.153180857513,binance,doge
short,2026-07-11 03:00:00,2026-07-11 10:00:00,0.07422,0.07418,13353.749906841167,0.5341499962736249,0.9908482430876145,0.3963392972350458,-0.8530375440490354,reversal,9910.300143313463,binance,doge
long,2026-07-11 10:00:00,2026-07-11 11:00:00,0.07417,0.07451,13361.601918988086,4.542944652456042,0.9933014866575745,0.39732059466302977,3.1523225711354383,reversal,9913.452465884598,binance,doge
