direction,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,slippage,net_pnl,exit_reason,balance_after_trade,exchange,symbol,cumulative_pnl
short,2026-07-03 22:00:00,2026-07-04 17:51:00,62732.0,63359.32,0.015940827647771473,-9.999999999999996,1.005,0.402,-11.406999999999995,stop_loss,9988.593,binance,btc,-11.406999999999243
short,2026-07-04 18:00:00,2026-07-05 22:30:00,63280.38,63913.1838,0.01578466026910711,-9.988593000000026,1.0038535965000002,0.40154143860000013,-11.393988035100028,stop_loss,9977.1990119649,binance,btc,-22.80098803510009
short,2026-07-06 00:00:00,2026-07-06 04:00:00,63650.01,63296.66,0.01567509417824899,5.538794527884257,0.9949505039325479,0.39798020157301917,4.145863822378691,reversal,9981.34487578728,binance,btc,-18.655124212720693
long,2026-07-06 04:00:00,2026-07-06 09:37:00,63294.0,62661.06,0.015769812108236612,-9.981344875787318,0.9931438151408345,0.3972575260563338,-11.371746216984487,stop_loss,9969.973129570295,binance,btc,-30.026870429705014
short,2026-07-06 10:00:00,2026-07-06 13:31:00,62664.77,61411.474599999994,0.015910013121519948,19.939946259140633,0.9870273398274592,0.3948109359309837,18.55810798338219,take_profit,9988.531237553678,binance,btc,-11.468762446322216
short,2026-07-06 14:00:00,2026-07-06 14:25:00,61768.2,62385.882,0.016170992901774178,-9.988531237553689,1.0038473893741446,0.4015389557496578,-11.39391758267749,stop_loss,9977.137319971,binance,btc,-22.86268002900033
long,2026-07-06 16:00:00,2026-07-07 05:13:00,63545.98,62910.5202,0.015700658515253048,-9.977137319971064,0.9927251633371144,0.3970900653348458,-11.366952548643024,stop_loss,9965.770367422356,binance,btc,-34.229632577644225
short,2026-07-07 08:00:00,2026-07-07 12:06:00,63083.19,63714.0219,0.015797822474453743,-9.965770367422316,1.001559921925947,0.40062396877037876,-11.367954258118642,stop_loss,9954.402413164236,binance,btc,-45.59758683576365
short,2026-07-07 14:00:00,2026-07-07 15:22:00,63056.0,63686.56,0.015786606212199055,-9.9544024131642,1.000417442523006,0.40016697700920234,-11.354986832696408,stop_loss,9943.04742633154,binance,btc,-56.9525736684609
long,2026-07-07 20:00:00,2026-07-08 00:00:00,63818.0,63307.37,0.015580318133334702,-7.955777848424658,0.9903268537089417,0.3961307414835767,-9.342235443617176,reversal,9933.705190887922,binance,btc,-66.29480911207793
short,2026-07-08 00:00:00,2026-07-08 08:27:00,63364.0,62096.72,0.015677206601363427,19.867410381775827,0.9834368138979044,0.39337472555916175,18.49059884231876,take_profit,9952.19578973024,binance,btc,-47.804210269760006
short,2026-07-08 10:00:00,2026-07-09 06:01:00,62057.68,62678.2568,0.016037009101420228,-9.95219578973028,1.0001956768678892,0.4000782707471557,-11.352469737345325,stop_loss,9940.843319992895,binance,btc,-59.156680007105024
long,2026-07-09 10:00:00,2026-07-10 08:16:00,62953.4,64212.468,0.015790796557442324,19.88168663998578,1.0040251753192826,0.401610070127713,18.476051394538786,take_profit,9959.319371387433,binance,btc,-40.68062861256658
long,2026-07-10 10:00:00,2026-07-10 18:54:00,64385.09,63741.2391,0.015468362894868104,-9.959319371387398,0.9909522774530497,0.3963809109812199,-11.346652559821667,stop_loss,9947.972718827612,binance,btc,-52.02728117238803
long,2026-07-10 20:00:00,2026-07-11 08:00:00,63917.88,64162.19,0.015563677516881995,3.8023620541495173,0.9966984529098359,0.3986793811639344,2.4069842200757465,reversal,9950.379703047687,binance,btc,-49.620296952312856
short,2026-07-11 08:00:00,2026-07-13 03:19:00,64162.18,62878.9364,0.015508169614947135,19.9007594060954,0.9850875906017211,0.3940350362406885,18.52163677925299,take_profit,9968.90133982694,binance,btc,-31.098660173060125
short,2026-07-13 04:00:00,2026-07-14 12:00:00,62806.41,62836.38,0.015872426619873575,-0.47569662579751404,0.9971279822955927,0.3988511929182371,-1.8716758010113437,reversal,9967.02966402593,binance,btc,-32.97033597407062
long,2026-07-14 12:00:00,2026-07-14 13:23:00,62844.99,64101.8898,0.01585970443153214,19.93405932805185,1.0066699960666188,0.4026679984266476,18.52472133355858,take_profit,9985.554385359488,binance,btc,-14.445614640511849
long,2026-07-14 14:00:00,2026-07-15 06:33:00,63840.01,65116.8102,0.015641530108406135,19.971108770718942,1.0085409929213083,0.40341639716852334,18.55915138062911,take_profit,10004.113536740117,binance,btc,4.113536740116615
long,2026-07-15 08:00:00,2026-07-16 08:00:00,64549.33,64246.01,0.01549840027269085,-4.700974770712584,0.9980608662886554,0.3992243465154622,-6.0982599835167015,reversal,9998.0152767566,binance,btc,-1.9847232434003672
short,2026-07-16 08:00:00,2026-07-16 15:27:00,64238.0,64880.38,0.015564020169925278,-9.99801527675656,1.0048005353140383,0.40192021412561535,-11.404736026196213,stop_loss,9986.610540730404,binance,btc,-13.389459269596045
short,2026-07-16 18:00:00,2026-07-17 06:02:00,64069.04,62787.6592,0.015587264208626201,19.973221081460792,0.98867444353231,0.395469777412924,18.589076860515558,take_profit,10005.199617590919,binance,btc,5.199617590918933
