direction,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,slippage,net_pnl,exit_reason,balance_after_trade,exchange,symbol
short,2026-07-01 08:15:00,2026-07-01 10:14:00,0.03968,0.0400768,25201.612903225807,-10.000000000000068,1.0050000000000001,0.402,-11.407000000000068,stop_loss,9988.593,bybit,mina
short,2026-07-01 15:45:00,2026-07-02 00:45:00,0.04037,0.0395626,24742.61332672777,19.977185999999996,0.9888707070000001,0.3955482828000001,18.592767010199996,take_profit,10007.1857670102,bybit,mina
short,2026-07-02 07:30:00,2026-07-02 07:31:00,0.0415,0.041915,24113.70064339807,-10.007185767010169,1.005722169584525,0.40228886783381,-11.415196804428504,stop_loss,9995.770570205772,bybit,mina
short,2026-07-02 07:45:00,2026-07-02 08:07:00,0.04188,0.0422988,23867.647015773095,-9.9957705702057,1.00457494230568,0.40182997692227207,-11.402175489433652,stop_loss,9984.368394716339,bybit,mina
short,2026-07-02 08:15:00,2026-07-02 09:53:00,0.04167,0.0420867,23960.567301935058,-9.984368394716315,1.003429023668992,0.4013716094675968,-11.389169027852905,stop_loss,9972.979225688487,bybit,mina
short,2026-07-02 10:45:00,2026-07-02 15:42:00,0.04227,0.0426927,23593.51602954456,-9.97297922568844,1.002284412181693,0.40091376487267716,-11.37617740274281,stop_loss,9961.603048285744,bybit,mina
short,2026-07-02 21:30:00,2026-07-03 06:12:00,0.04305,0.0434805,23139.612191139942,-9.961603048285752,1.0011411063527174,0.4004564425410869,-11.363200597179556,stop_loss,9950.239847688565,bybit,mina
short,2026-07-03 07:15:00,2026-07-03 10:48:00,0.04415,0.0445915,22537.349598388595,-9.950239847688508,0.9999991046927008,0.39999964187708037,-11.35023859425829,stop_loss,9938.889609094307,bybit,mina
short,2026-07-03 17:30:00,2026-07-03 21:11:00,0.04514,0.0455914,22017.9211543959,-9.938889609094257,0.998858405713978,0.3995433622855912,-11.337291377093827,stop_loss,9927.552317717213,bybit,mina
short,2026-07-03 22:15:00,2026-07-03 22:41:00,0.0464,0.046863999999999996,21395.586891631927,-9.927552317717195,0.99771900793058,0.399087603172232,-11.324358928820008,stop_loss,9916.227958788393,bybit,mina
short,2026-07-03 22:45:00,2026-07-03 22:53:00,0.0468,0.047268000000000004,21188.52127946238,-9.916227958788461,0.9965809098582337,0.3986323639432935,-11.311441232589988,stop_loss,9904.916517555803,bybit,mina
short,2026-07-03 23:00:00,2026-07-03 23:38:00,0.04705,0.0475205,21051.894830086723,-9.904916517555776,0.9954441100143583,0.39817764400574335,-11.298538271575877,stop_loss,9893.617979284227,bybit,mina
short,2026-07-03 23:45:00,2026-07-03 23:56:00,0.04719,0.0476619,20965.496883416457,-9.893617979284171,0.9943086069180648,0.39772344276722593,-11.285650028969462,stop_loss,9882.332329255258,bybit,mina
short,2026-07-04 00:15:00,2026-07-04 00:40:00,0.04717,0.047641699999999995,20950.460736178204,-9.882332329255227,0.9931743990901535,0.39726975963606137,-11.272776487981442,stop_loss,9871.059552767276,bybit,mina
short,2026-07-04 09:30:00,2026-07-04 10:19:00,0.0465,0.046965,21228.085059714573,-9.87105955276728,0.9920414850531113,0.39681659402124453,-11.259917631841635,stop_loss,9859.799635135434,bybit,mina
long,2026-07-05 01:45:00,2026-07-05 08:05:00,0.04601,0.046930200000000005,21429.68840498899,19.71959927027093,0.9958397631486788,0.3983359052594716,18.325423601862777,take_profit,9878.125058737296,bybit,mina
short,2026-07-06 08:00:00,2026-07-06 08:01:00,0.05195,0.050911000000000005,19014.677687656007,19.756250117474558,0.9779343808149923,0.39117375232599694,18.387141984333567,take_profit,9896.51220072163,bybit,mina
short,2026-07-06 08:15:00,2026-07-06 09:37:00,0.04802,0.0470596,20609.14660708378,19.793024401443265,0.9797547078714415,0.39190188314857666,18.421367810423245,take_profit,9914.933568532053,bybit,mina
short,2026-07-06 15:15:00,2026-07-06 15:49:00,0.04936,0.049853600000000005,20086.980487301567,-9.91493356853213,0.9964508236374715,0.3985803294549886,-11.30996472162459,stop_loss,9903.623603810429,bybit,mina
short,2026-07-06 17:00:00,2026-07-06 18:07:00,0.05145,0.051964500000000004,19249.025469019296,-9.903623603810448,0.995314172182948,0.39812566887317924,-11.297063444866575,stop_loss,9892.326540365562,bybit,mina
long,2026-07-07 10:15:00,2026-07-07 10:27:00,0.04843,0.0493986,20426.03043643519,19.784653080731125,0.9991249805769218,0.39964999223076875,18.385878107923435,take_profit,9910.712418473486,bybit,mina
long,2026-07-07 10:30:00,2026-07-07 10:42:00,0.04939,0.048896100000000005,20066.232878059294,-9.910712418473455,0.9861158856381119,0.39444635425524477,-11.291274658366811,stop_loss,9899.42114381512,bybit,mina
long,2026-07-07 19:30:00,2026-07-07 21:23:00,0.04758,0.0471042,20805.845195071714,-9.89942114381509,0.9849924038096045,0.39399696152384184,-11.278410509148536,stop_loss,9888.142733305971,bybit,mina
long,2026-07-08 00:45:00,2026-07-08 01:37:00,0.04702,0.0465498,21029.652771811936,-9.888142733305909,0.9838702019639443,0.3935480807855777,-11.26556101605543,stop_loss,9876.877172289916,bybit,mina
short,2026-07-08 12:30:00,2026-07-08 12:51:00,0.04806,0.047098799999999996,20551.13851912176,19.75375434457988,0.9778108400567018,0.3911243360226807,18.3848191685005,take_profit,9895.261991458417,bybit,mina
long,2026-07-09 01:00:00,2026-07-09 01:40:00,0.04596,0.0455004,21530.160990988727,-9.895261991458366,0.9845785681501127,0.3938314272600451,-11.273671986868523,stop_loss,9883.98831947155,bybit,mina
long,2026-07-09 01:45:00,2026-07-09 02:32:00,0.04534,0.0448866,21799.70957095622,-9.883988319471543,0.9834568377874193,0.39338273511496774,-11.26082789237393,stop_loss,9872.727491579175,bybit,mina
long,2026-07-09 02:45:00,2026-07-09 09:30:00,0.04473,0.0456246,22071.8253779995,19.745454983158403,0.9971454766494968,0.3988581906597988,18.34945131584911,take_profit,9891.076942895024,bybit,mina
long,2026-07-09 21:15:00,2026-07-09 23:30:00,0.04467,0.0442233,22142.54968187827,-9.891076942895051,0.9841621558180549,0.393664862327222,-11.268903961040328,stop_loss,9879.808038933985,bybit,mina
long,2026-07-10 13:30:00,2026-07-10 14:32:00,0.04412,0.0436788,22393.03725959652,-9.879808038934046,0.9830408998739315,0.3932163599495726,-11.25606529875755,stop_loss,9868.551973635227,bybit,mina
long,2026-07-10 14:45:00,2026-07-11 00:39:00,0.04368,0.043243199999999996,22592.83876747992,-9.868551973635252,0.9819209213767053,0.3927683685506821,-11.24324126356264,stop_loss,9857.308732371665,bybit,mina
short,2026-07-11 09:15:00,2026-07-11 11:02:00,0.04536,0.044452799999999994,21731.280274187975,19.714617464743416,0.9758735645047949,0.3903494258019179,18.348394474436702,take_profit,9875.657126846101,bybit,mina
long,2026-07-12 00:15:00,2026-07-12 20:15:00,0.04332,0.04375,22796.99244424308,9.80270675102452,0.9924670660601222,0.3969868264240489,8.413252858540348,reversal,9884.07037970464,bybit,mina
short,2026-07-12 20:15:00,2026-07-12 21:05:00,0.04373,0.0441673,22602.493436324356,-9.884070379704676,0.9933490731603163,0.3973396292641266,-11.274759082129117,stop_loss,9872.795620622512,bybit,mina
short,2026-07-13 09:15:00,2026-07-13 09:51:00,0.044,0.04444,22438.171865051165,-9.872795620622577,0.9922159598725625,0.39688638394902503,-11.261897964444165,stop_loss,9861.533722658067,bybit,mina
short,2026-07-13 10:00:00,2026-07-13 12:21:00,0.04437,0.043482599999999996,22225.67888811825,19.723067445316214,0.9762918385431487,0.3905167354172595,18.356258871355806,take_profit,9879.889981529423,bybit,mina
long,2026-07-13 13:45:00,2026-07-13 17:18:00,0.04307,0.0426393,22939.14553408271,-9.879889981529402,0.9830490531621776,0.39321962126487103,-11.256158655956451,stop_loss,9868.633822873466,bybit,mina
long,2026-07-13 17:30:00,2026-07-13 18:18:00,0.0428,0.042372,23057.555660919315,-9.868633822873417,0.98192906537591,0.392771626150364,-11.24333451439969,stop_loss,9857.390488359066,bybit,mina
short,2026-07-14 23:00:00,2026-07-15 02:11:00,0.0448,0.045248,22003.10376865863,-9.857390488359002,0.9906677440800862,0.3962670976320345,-11.244325330071122,stop_loss,9846.146163028994,bybit,mina
short,2026-07-15 02:30:00,2026-07-15 03:06:00,0.04502,0.045470199999999995,21870.604538047523,-9.846146163028948,0.9895376893844139,0.39581507575376557,-11.231498928167126,stop_loss,9834.914664100826,bybit,mina
short,2026-07-15 04:00:00,2026-07-15 04:19:00,0.04613,0.046591299999999995,21319.997104055554,-9.834914664100781,0.9884089237421331,0.39536356949685325,-11.218687157339767,stop_loss,9823.695976943487,bybit,mina
short,2026-07-15 04:30:00,2026-07-15 07:26:00,0.04627,0.0453446,21231.242656026556,19.64739195388697,0.9725459017174052,0.3890183606869621,18.285827691482602,take_profit,9841.98180463497,bybit,mina
long,2026-07-15 11:15:00,2026-07-15 16:05:00,0.04467,0.0442233,22032.64339519805,-9.841981804634997,0.9792771895611796,0.39171087582447184,-11.212969870020649,stop_loss,9830.76883476495,bybit,mina
long,2026-07-15 17:00:00,2026-07-16 00:00:00,0.04415,0.04469,22266.747077610304,12.024043421909537,0.9890889051874497,0.3956355620749799,10.639318954647107,reversal,9841.408153719596,bybit,mina
short,2026-07-16 00:00:00,2026-07-16 08:01:00,0.04467,0.0451167,22031.35919793955,-9.841408153719625,0.9890615194488195,0.3956246077795278,-11.226094280947972,stop_loss,9830.182059438648,bybit,mina
short,2026-07-16 13:30:00,2026-07-16 17:38:00,0.0462,0.046661999999999995,21277.4503451053,-9.830182059438586,0.9879332969735841,0.3951733187894336,-11.213288675201603,stop_loss,9818.968770763446,bybit,mina
short,2026-07-16 18:45:00,2026-07-16 18:56:00,0.04698,0.0474498,20900.31666829171,-9.818968770763433,0.9868063614617264,0.3947225445846905,-11.20049767680985,stop_loss,9807.768273086636,bybit,mina
long,2026-07-17 12:45:00,2026-07-17 13:07:00,0.04512,0.0446688,21737.07507333031,-9.80776827308661,0.9758729431721203,0.3903491772688481,-11.173990393527578,stop_loss,9796.59428269311,bybit,mina
long,2026-07-17 13:15:00,2026-07-17 19:59:00,0.04489,0.045787800000000003,21823.555987286945,19.59318856538631,0.9894560225520042,0.39578240902080164,18.207950133813505,take_profit,9814.802232826924,bybit,mina
long,2026-07-19 12:15:00,2026-07-19 16:52:00,0.04407,0.043629299999999996,22270.937673762022,-9.814802232826972,0.9765728221662788,0.3906291288665116,-11.182004183859762,stop_loss,9803.620228643063,bybit,mina
long,2026-07-19 18:30:00,2026-07-20 03:36:00,0.04348,0.044349599999999996,22547.424628893892,19.607240457286085,0.9901656430929495,0.3960662572371798,18.221008556955955,take_profit,9821.84123720002,bybit,mina
