direction,entry_time,exit_time,entry_price,exit_price,quantity,gross_pnl,commission,slippage,net_pnl,exit_reason,balance_after_trade,exchange,symbol,cumulative_pnl
long,2026-07-03 03:00:00,2026-07-03 20:26:00,61440.01,62668.8102,0.016276039017571773,19.999999999999964,1.01,0.40399999999999997,18.585999999999963,take_profit,10018.586,binance,btc,18.58599999999933
long,2026-07-04 14:00:00,2026-07-05 17:00:00,62588.84,62660.0,0.016006984631765024,1.139057026396455,1.002428128513198,0.4009712514052793,-0.26434235352202223,reversal,10018.321657646477,binance,btc,18.321657646476524
short,2026-07-05 17:00:00,2026-07-05 20:00:00,62637.48,62787.05,0.0159941326784642,-2.3922424247178857,1.0030282869770066,0.4012113147908027,-3.796482026485695,reversal,10014.52517561999,binance,btc,14.525175619990478
long,2026-07-05 20:00:00,2026-07-05 21:00:00,62768.87,62706.0,0.015954604847307256,-1.003066006750249,1.000950984558624,0.4003803938234496,-2.404397385132323,reversal,10012.120778234857,binance,btc,12.120778234857426
short,2026-07-05 21:00:00,2026-07-05 22:17:00,62730.61,63357.9161,0.01596050282028958,-10.012120778234884,1.0062181382126032,0.4024872552850413,-11.420826171732529,stop_loss,10000.699952063125,binance,btc,0.699952063125238
long,2026-07-05 23:00:00,2026-07-06 05:28:00,63735.99,63098.630099999995,0.01569082076243442,-10.000699952063174,0.995069645230281,0.3980278580921124,-11.393797455385567,stop_loss,9989.306154607739,binance,btc,-10.69384539226121
short,2026-07-06 09:00:00,2026-07-06 13:02:00,62904.01,61645.9298,0.015880237451646944,19.978612309215542,0.9889413093061661,0.3955765237224665,18.594094476186907,take_profit,10007.900249083925,binance,btc,7.900249083924791
short,2026-07-06 14:00:00,2026-07-06 14:25:00,61768.2,62385.882,0.016202350479832546,-10.007900249083939,1.0057939750329346,0.4023175900131739,-11.416011814130048,stop_loss,9996.484237269795,binance,btc,-3.515762730205097
short,2026-07-06 15:00:00,2026-07-06 15:41:00,62052.0,62672.520000000004,0.016109850185763223,-9.996484237269861,1.0046466658456144,0.4018586663382458,-11.402989569453721,stop_loss,9985.081247700342,binance,btc,-14.918752299658081
short,2026-07-07 05:00:00,2026-07-07 12:06:00,63100.0,63731.0,0.01582421750824143,-9.985081247700341,1.0035006653938843,0.40140026615755375,-11.38998217925178,stop_loss,9973.69126552109,binance,btc,-26.308734478909173
short,2026-07-07 14:00:00,2026-07-07 15:22:00,63056.0,63686.56,0.015817196247020254,-9.973691265521055,1.0023559721848696,0.4009423888739479,-11.376989626579872,stop_loss,9962.31427589451,binance,btc,-37.6857241054895
long,2026-07-07 16:00:00,2026-07-07 22:00:00,63930.5,63291.195,0.015583038261697485,-9.962314275894515,0.9912502704515038,0.39650010818060155,-11.350064654526621,stop_loss,9950.964211239983,binance,btc,-49.03578876001666
short,2026-07-08 00:00:00,2026-07-08 08:27:00,63364.0,62096.72,0.015704444497253937,19.90192842247995,0.9851454569127586,0.39405818276510346,18.52272478280209,take_profit,9969.486936022786,binance,btc,-30.513063977214188
short,2026-07-08 09:00:00,2026-07-09 01:09:00,62018.36,62638.543600000005,0.0160750573475706,-9.96948693602285,1.0019334370702901,0.40077337482811604,-11.372193747921257,stop_loss,9958.114742274865,binance,btc,-41.88525772513458
short,2026-07-09 02:00:00,2026-07-09 05:11:00,61916.0,62535.16,0.01608326562160809,-9.95811474227492,1.000790531598624,0.4003162126394496,-11.359221486512993,stop_loss,9946.755520788352,binance,btc,-53.24447921164756
short,2026-07-09 06:00:00,2026-07-09 07:47:00,62589.61,63215.5061,0.015892023485668552,-9.946755520788322,0.9996489298392295,0.39985957193569177,-11.346264022563243,stop_loss,9935.40925676579,binance,btc,-64.5907432342101
short,2026-07-09 13:00:00,2026-07-09 15:00:00,62614.01,63018.73,0.015867709569736533,-6.421979417063788,0.996751915385111,0.3987007661540444,-7.817432098602944,reversal,9927.591824667186,binance,btc,-72.4081753328137
