datetime,open,high,low,close,sma_20
2025-01-01 20:00:00,3357.0,3362.6,3351.84,3360.26,3346.3085
2025-01-01 21:00:00,3360.26,3371.57,3353.23,3368.58,3346.1275
2025-01-01 22:00:00,3368.58,3375.39,3358.82,3361.72,3347.2305
2025-01-01 23:00:00,3361.72,3367.41,3352.71,3360.54,3347.182
2025-01-02 00:00:00,3360.54,3401.1,3354.64,3390.54,3347.464
2025-01-02 01:00:00,3390.54,3406.03,3378.07,3384.07,3349.928
2025-01-02 02:00:00,3384.07,3399.13,3378.17,3398.89,3351.8645000000006
2025-01-02 03:00:00,3398.89,3402.65,3387.62,3389.0,3354.4740000000006
2025-01-02 04:00:00,3389.0,3427.71,3388.35,3418.5,3356.5730000000012
2025-01-02 05:00:00,3418.5,3420.0,3404.75,3412.76,3360.6625000000013
2025-01-02 06:00:00,3412.76,3416.32,3402.12,3410.6,3364.564000000001
2025-01-02 07:00:00,3410.6,3422.7,3408.57,3420.47,3368.7350000000015
2025-01-02 08:00:00,3420.47,3443.37,3414.42,3438.61,3372.7180000000017
2025-01-02 09:00:00,3438.61,3471.68,3434.66,3468.71,3377.2820000000015
2025-01-02 10:00:00,3468.71,3477.23,3458.46,3469.07,3383.510000000001
2025-01-02 11:00:00,3469.07,3476.13,3457.38,3472.03,3389.661500000001
2025-01-02 12:00:00,3472.03,3482.2,3466.11,3481.13,3395.6135000000017
2025-01-02 13:00:00,3481.13,3485.0,3460.56,3466.6,3402.7495000000017
2025-01-02 14:00:00,3466.6,3511.76,3440.84,3495.81,3408.8855000000017
2025-01-02 15:00:00,3495.81,3497.07,3456.62,3463.89,3416.244500000002
2025-01-02 16:00:00,3463.89,3489.92,3448.44,3469.38,3421.589000000002
2025-01-02 17:00:00,3469.38,3479.34,3429.48,3450.71,3427.045000000002
2025-01-02 18:00:00,3450.71,3466.22,3440.45,3465.39,3431.151500000002
2025-01-02 19:00:00,3465.39,3475.35,3459.46,3463.6,3436.335000000002
2025-01-02 20:00:00,3463.6,3475.87,3452.11,3453.36,3441.488000000002
2025-01-02 21:00:00,3453.36,3456.43,3443.31,3454.39,3444.6290000000017
2025-01-02 22:00:00,3454.39,3454.39,3422.03,3440.6,3448.145000000002
2025-01-02 23:00:00,3440.6,3456.52,3437.47,3455.79,3450.2305000000024
2025-01-03 00:00:00,3455.79,3466.33,3446.38,3449.6,3453.570000000002
2025-01-03 01:00:00,3449.6,3466.04,3442.86,3465.0,3455.1250000000023
2025-01-03 02:00:00,3465.0,3477.34,3457.35,3457.94,3457.7370000000024
2025-01-03 03:00:00,3457.94,3473.12,3456.05,3470.68,3460.104000000002
2025-01-03 04:00:00,3470.68,3471.13,3455.91,3458.24,3462.614500000002
2025-01-03 05:00:00,3458.24,3460.51,3444.57,3455.97,3463.5960000000023
2025-01-03 06:00:00,3455.97,3461.83,3442.08,3442.88,3462.9590000000017
2025-01-03 07:00:00,3442.88,3444.65,3432.14,3433.34,3461.649500000002
2025-01-03 08:00:00,3433.34,3442.91,3422.93,3430.43,3459.7150000000015
2025-01-03 09:00:00,3430.43,3451.28,3429.15,3444.16,3457.180000000001
2025-01-03 10:00:00,3444.16,3452.62,3438.6,3446.2,3456.058000000001
2025-01-03 11:00:00,3446.2,3467.92,3446.2,3466.06,3453.577500000001
2025-01-03 12:00:00,3466.06,3477.24,3461.51,3464.13,3453.6860000000006
2025-01-03 13:00:00,3464.13,3497.72,3463.73,3482.06,3453.423500000001
2025-01-03 14:00:00,3482.06,3537.29,3481.58,3527.83,3454.9910000000004
2025-01-03 15:00:00,3527.83,3576.49,3520.24,3565.41,3458.1130000000003
2025-01-03 16:00:00,3565.41,3599.21,3565.41,3584.4,3463.2035000000005
2025-01-03 17:00:00,3584.4,3593.93,3573.51,3575.21,3469.7555
2025-01-03 18:00:00,3575.21,3618.08,3574.21,3605.67,3475.7965000000004
2025-01-03 19:00:00,3605.67,3631.15,3602.47,3622.92,3484.05
2025-01-03 20:00:00,3622.92,3623.86,3600.0,3601.1,3492.4065
2025-01-03 21:00:00,3601.1,3617.05,3595.32,3614.79,3499.9815000000003
2025-01-03 22:00:00,3614.79,3624.47,3610.6,3616.26,3507.471
2025-01-03 23:00:00,3616.26,3618.38,3604.85,3609.58,3515.3869999999997
2025-01-04 00:00:00,3609.58,3621.3,3602.25,3603.03,3522.332
2025-01-04 01:00:00,3603.03,3604.7,3582.68,3596.68,3529.5714999999996
2025-01-04 02:00:00,3596.68,3600.8,3583.36,3596.9,3536.606999999999
2025-01-04 03:00:00,3596.9,3600.89,3591.12,3598.37,3544.3079999999986
2025-01-04 04:00:00,3598.37,3598.37,3584.18,3592.0,3552.5594999999985
2025-01-04 05:00:00,3592.0,3597.11,3587.01,3596.58,3560.637999999999
2025-01-04 06:00:00,3596.58,3607.89,3595.33,3600.63,3568.258999999999
2025-01-04 07:00:00,3600.63,3610.44,3593.08,3594.21,3575.980499999999
2025-01-04 08:00:00,3594.21,3603.93,3585.35,3585.35,3582.388
2025-01-04 09:00:00,3585.35,3596.25,3584.0,3589.63,3588.4489999999996
2025-01-04 10:00:00,3589.63,3592.99,3571.74,3588.56,3593.8275000000003
2025-01-04 11:00:00,3588.56,3605.63,3584.83,3602.06,3596.864
2025-01-04 12:00:00,3602.06,3645.07,3599.93,3635.92,3598.6964999999996
2025-01-04 13:00:00,3635.92,3649.94,3627.68,3645.11,3601.2725
2025-01-04 14:00:00,3645.11,3647.37,3633.16,3637.78,3604.7674999999995
2025-01-04 15:00:00,3637.78,3664.1,3592.67,3607.85,3606.3729999999996
2025-01-04 16:00:00,3607.85,3628.65,3601.71,3622.19,3605.6195
2025-01-04 17:00:00,3622.19,3634.85,3620.11,3633.8,3606.674
2025-01-04 18:00:00,3633.8,3645.15,3619.53,3627.07,3607.6245000000004
2025-01-04 19:00:00,3627.07,3639.75,3624.1,3631.3,3608.165000000001
2025-01-04 20:00:00,3631.3,3668.97,3631.3,3660.77,3609.251000000001
2025-01-04 21:00:00,3660.77,3672.0,3654.68,3658.45,3612.1380000000013
2025-01-04 22:00:00,3658.45,3663.37,3646.75,3660.12,3615.2265000000016
2025-01-04 23:00:00,3660.12,3666.2,3651.22,3657.26,3618.3875000000016
2025-01-05 00:00:00,3657.26,3676.15,3648.11,3650.14,3621.3320000000012
2025-01-05 01:00:00,3650.14,3651.8,3631.04,3636.85,3624.2390000000014
2025-01-05 02:00:00,3636.85,3645.59,3635.01,3641.67,3626.2525000000014
2025-01-05 03:00:00,3641.67,3642.25,3629.54,3638.05,3628.304500000001
2025-01-05 04:00:00,3638.05,3649.66,3637.19,3644.43,3630.496500000001
2025-01-05 05:00:00,3644.43,3644.43,3631.33,3633.29,3633.4505000000004
2025-01-05 06:00:00,3633.29,3642.56,3629.01,3639.16,3635.6335
2025-01-05 07:00:00,3639.16,3641.74,3630.0,3631.63,3638.1635
2025-01-05 08:00:00,3631.63,3633.54,3607.5,3620.18,3639.6420000000007
