datetime,open,high,low,close,volume,ind_EMA,ind_RSI_14,ind_MACD_12_26_9,ind_MACD_SIGNAL_12_26_9,ind_MACD_hist,pat_DOJI,pat_ENGULFING,target
2025-01-03 02:00:00,0.39677664271099,0.3988795400343717,0.4027210599523664,0.39640743164453124,0.2551601719315148,0.3353235631456139,0.7411552033673013,0.8869957825585224,0.9282267327839422,0.22040781562711387,0.0,0.503003003003003,-0.006859312709927894
2025-01-03 03:00:00,0.39615882854462525,0.3899110836592832,0.4017260527822741,0.3996359525302344,0.10114327108654063,0.3361738695786212,0.731598237653572,0.8728486971704817,0.9212935438840612,0.20749373104851004,1.0,0.503003003003003,-0.0096519103784918
2025-01-03 04:00:00,0.3996359525302344,0.38905986567347206,0.3988362448249306,0.3905299560481002,0.11312775856179068,0.3371160864145141,0.7635757586119096,0.8621893799379604,0.9132600138363635,0.21243241563803958,0.0,0.9404404404404404,-0.0033613765686732865
2025-01-03 07:00:00,0.38213847944022084,0.3764638855655838,0.38076699419275933,0.3729982762040474,0.416823426963216,0.3393434711594394,0.49121750136520637,0.7780821196564137,0.8738005008341401,0.14201331076881094,0.0,0.503003003003003,0.0037587105414754957
2025-01-03 08:00:00,0.3720660821446045,0.3727783155640712,0.3752429338871054,0.3665958951676271,0.41427154020828694,0.34023267204946933,0.36931505666877673,0.7306671073072135,0.853645765653143,0.11305938341044212,0.0,0.503003003003003,0.0038915144184685237
2025-01-03 10:00:00,0.3827179628033671,0.37611393938638543,0.3855456617427475,0.37945638318759733,0.21631417417527002,0.3421006932663409,0.5182702255847607,0.6606702206124174,0.8005517953607914,0.11421245900280064,0.0,0.9404404404404404,0.0054518752533752315
2025-01-03 11:00:00,0.3784732790441752,0.38152864072868103,0.3882153790699899,0.38872272505704814,0.3237883990506045,0.3433991129649425,0.4860648325163684,0.6329136130397022,0.7720802736599858,0.13299091580933087,0.0,0.503003003003003,0.007862653297176482
2025-01-03 12:00:00,0.38839616367629165,0.3851541181218182,0.39537085841039504,0.38588115697094827,0.2536726640404835,0.345182910688402,0.6199888500771481,0.6334961274561575,0.7534195333402943,0.1800194108163107,0.0,0.9404404404404404,0.012353110177557176
2025-01-03 13:00:00,0.38568320137341605,0.38189767990042195,0.387957438109298,0.3803222250857187,0.49148661801500043,0.3463875237353064,0.5670120535895509,0.6252031237341509,0.7332285528668249,0.21369214352135954,0.0,0.503003003003003,0.015640105186825695
2025-01-03 14:00:00,0.37959199858037806,0.3988795400343717,0.38917694040049244,0.3979852304476063,0.827007022506514,0.3472583056994794,0.478792239578668,0.6029186202952036,0.7114808807964376,0.2234122662573091,0.0,0.503003003003003,0.015464552323819446
